,Closest City Name,Closest Country Code,Latitude,Longitude,Temperature,Max Temperature,Wind Speed,Humidity,Cloudiness,Date
1363,mys shmidta,RU,,,,,,,,
1297,amderma,RU,,,,,,,,
445,ocotal,NI,13.63,-86.48,-86.48,65.91,2.37,100.0,88.0,1538483302.0
556,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
568,cravo norte,CO,6.3,-70.2,-70.2,73.11,3.49,100.0,64.0,1538483322.0
277,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
478,freeport,BS,26.54,-78.7,-78.7,77.0,3.36,88.0,20.0,1538481600.0
335,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
358,kodiak,US,39.95,-94.76,-94.76,59.0,4.5,93.0,90.0,1538481840.0
307,thap than,TH,15.46,99.89,99.89,75.36,3.04,92.0,0.0,1538483277.0
1440,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
367,ilulissat,GL,69.22,-51.1,-51.1,30.2,17.22,54.0,75.0,1538481000.0
1481,ahipara,NZ,-35.17,173.16,173.16,47.91,4.5,100.0,0.0,1538483442.0
748,macaravita,CO,6.51,-72.59,-72.59,52.14,2.04,93.0,44.0,1538483350.0
87,geraldton,AU,-28.77,114.6,114.6,68.0,17.22,60.0,0.0,1538481600.0
1372,ahipara,NZ,-35.17,173.16,173.16,47.91,4.5,100.0,0.0,1538483442.0
643,amderma,RU,,,,,,,,
1328,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
178,saint-philippe,RE,-21.36,55.77,55.77,75.2,13.87,50.0,75.0,1538481600.0
925,bethel,US,60.79,-161.76,-161.76,48.02,9.17,82.0,75.0,1538481180.0
843,aklavik,CA,68.22,-135.01,-135.01,30.2,9.17,74.0,75.0,1538481600.0
816,verdun,FR,49.16,5.39,5.39,50.0,19.46,71.0,90.0,1538481600.0
18,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483228.0
988,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
1325,berlevag,NO,70.86,29.09,29.09,39.2,23.04,69.0,75.0,1538481000.0
862,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
656,plerin,FR,48.54,-2.78,-2.78,60.8,17.22,87.0,90.0,1538481600.0
811,auki,SB,-8.77,160.7,160.7,79.41,5.95,100.0,76.0,1538483359.0
167,panacan,PH,7.15,125.66,125.66,84.2,6.93,79.0,75.0,1538478000.0
1196,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
22,san marcos,MX,16.8,-99.38,-99.38,77.0,3.36,88.0,75.0,1538481060.0
70,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
431,shelburne,CA,44.08,-80.2,-80.2,50.0,4.7,100.0,90.0,1538481780.0
493,chuzhou,CN,32.25,118.33,118.33,68.0,4.47,52.0,0.0,1538478000.0
302,homer,US,59.64,-151.54,-151.54,51.08,13.87,65.0,90.0,1538481180.0
1055,nueve de julio,AR,-31.67,-68.39,-68.39,48.72,3.15,51.0,0.0,1538483397.0
1262,karamea,NZ,,,,,,,,
267,mataura,PF,,,,,,,,
619,lakatoro,VU,-16.11,167.42,167.42,75.63,7.74,100.0,48.0,1538483329.0
583,elizabeth city,US,36.3,-76.22,-76.22,70.34,3.71,100.0,20.0,1538482020.0
804,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
341,norman wells,CA,65.28,-126.83,-126.83,30.2,5.82,80.0,75.0,1538481600.0
665,innisfail,AU,-17.52,146.03,146.03,66.63,6.17,71.0,92.0,1538483337.0
304,taoudenni,ML,22.68,-3.98,-3.98,99.21,7.74,25.0,0.0,1538483275.0
412,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
16,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483227.0
773,kavaratti,IN,10.57,72.64,72.64,83.55,2.59,100.0,44.0,1538483247.0
624,berlevag,NO,70.86,29.09,29.09,39.2,23.04,69.0,75.0,1538481000.0
602,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1159,damietta,EG,31.42,31.81,31.81,85.08,11.77,67.0,0.0,1538483422.0
320,caravelas,BR,-17.73,-39.27,-39.27,77.79,16.46,99.0,92.0,1538483279.0
1392,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1471,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
819,vaitupu,WF,,,,,,,,
268,podosinovets,RU,60.28,47.06,47.06,51.06,9.08,75.0,20.0,1538483271.0
963,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
964,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
190,faya,TD,,,,,,,,
1224,balykshi,KZ,,,,,,,,
375,airai,PW,,,,,,,,
1153,tsihombe,MG,,,,,,,,
921,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
1351,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
1350,codrington,AG,,,,,,,,
1031,kapit,MY,2.02,112.94,112.94,76.44,1.92,94.0,20.0,1538483394.0
1494,balad,IQ,34.02,44.15,44.15,105.24,9.19,15.0,0.0,1538483483.0
340,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
1360,vanimo,PG,-2.67,141.3,141.3,85.53,13.0,98.0,0.0,1538483452.0
718,vila,VU,,,,,,,,
1265,naryan-mar,RU,67.67,53.09,53.09,42.51,21.72,80.0,12.0,1538483437.0
401,santa catarina de tepehuanes,MX,25.34,-105.72,-105.72,45.21,1.81,89.0,0.0,1538483292.0
1209,along,IN,28.17,94.8,94.8,64.47,1.7,94.0,100.0,1538483429.0
170,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
1497,taolanaro,MG,,,,,,,,
1042,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
677,ossora,RU,59.24,163.07,163.07,44.31,5.95,100.0,92.0,1538483339.0
377,phek,IN,25.7,94.46,94.46,67.89,1.59,93.0,0.0,1538483288.0
1053,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
79,palmas,BR,-10.18,-48.33,-48.33,83.01,4.38,81.0,44.0,1538483106.0
846,mataura,PF,,,,,,,,
306,khatanga,RU,71.98,102.47,102.47,33.69,4.83,94.0,88.0,1538483277.0
1173,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
1166,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
960,cabo san lucas,MX,22.89,-109.91,-109.91,77.0,10.29,83.0,5.0,1538481180.0
482,nileshwar,IN,12.25,75.1,75.1,83.01,8.19,99.0,88.0,1538483309.0
536,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
450,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
919,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1245,kismayo,SO,,,,,,,,
663,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
543,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
1226,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
194,kavieng,PG,-2.57,150.8,150.8,84.63,6.06,100.0,0.0,1538483258.0
393,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
388,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
179,situbondo,ID,-7.71,114.01,114.01,78.33,5.06,74.0,0.0,1538483256.0
1194,biak,ID,-0.91,122.88,122.88,77.88,5.39,90.0,56.0,1538483231.0
187,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
1036,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
202,coquimbo,CL,-29.95,-71.34,-71.34,48.2,6.93,87.0,0.0,1538478000.0
887,kollumerland,NL,,,,,,,,
251,goderich,SL,,,,,,,,
756,havelock,US,34.88,-76.9,-76.9,66.92,3.15,100.0,1.0,1538481360.0
469,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
1461,mataura,PF,,,,,,,,
1197,buritis,BR,-15.62,-46.42,-46.42,86.52,12.21,35.0,64.0,1538483428.0
809,narsaq,GL,60.91,-46.05,-46.05,33.8,2.24,55.0,75.0,1538481000.0
1304,le moule,GP,16.33,-61.35,-61.35,84.2,5.82,74.0,20.0,1538481600.0
651,pokrovsk-uralskiy,RU,,,,,,,,
1064,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
55,illoqqortoormiut,GL,,,,,,,,
1130,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
311,payo,PH,,,,,,,,
1013,tsihombe,MG,,,,,,,,
841,hede,CN,33.77,120.25,120.25,58.8,5.17,74.0,0.0,1538483364.0
415,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1373,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
633,maragogi,BR,-9.01,-35.22,-35.22,79.68,9.64,82.0,12.0,1538483162.0
1477,cidreira,BR,-30.17,-50.22,-50.22,63.21,9.64,100.0,100.0,1538483320.0
126,vaitupu,WF,,,,,,,,
1281,le vauclin,MQ,14.55,-60.84,-60.84,82.4,2.24,74.0,0.0,1538481600.0
1069,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
547,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
752,guerrero negro,MX,27.97,-114.04,-114.04,70.5,14.67,100.0,92.0,1538483238.0
212,katsuura,JP,33.93,134.5,134.5,62.6,6.93,82.0,75.0,1538478000.0
348,mataura,PF,,,,,,,,
1150,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
1160,grand river south east,MU,,,,,,,,
531,nagapattinam,IN,10.76,79.84,79.84,87.33,10.31,58.0,24.0,1538483103.0
123,kavaratti,IN,10.57,72.64,72.64,83.55,2.59,100.0,44.0,1538483247.0
765,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
985,the valley,AI,18.22,-63.06,-63.06,84.2,1.12,66.0,20.0,1538481600.0
142,salina cruz,MX,16.18,-95.2,-95.2,78.42,12.88,67.0,32.0,1538483250.0
405,rawannawi,KI,,,,,,,,
181,souillac,MU,-20.52,57.52,57.52,75.2,11.41,64.0,75.0,1538481600.0
990,sentyabrskiy,RU,,,,,,,,
1261,dudinka,RU,69.41,86.18,86.18,36.84,19.48,93.0,88.0,1538483437.0
1483,fleetwood,GB,53.93,-3.01,-3.01,59.0,19.46,77.0,40.0,1538481000.0
956,castro,CL,-42.48,-73.76,-73.76,42.87,5.73,97.0,68.0,1538483268.0
915,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
501,te anau,NZ,-45.41,167.72,167.72,33.24,2.15,97.0,44.0,1538483312.0
585,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
273,taolanaro,MG,,,,,,,,
180,longyearbyen,SJ,78.22,15.64,15.64,32.0,8.05,100.0,75.0,1538481000.0
896,upernavik,GL,72.79,-56.15,-56.15,35.94,17.47,99.0,24.0,1538483266.0
1382,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
191,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
89,imbituba,BR,-28.24,-48.67,-48.67,73.4,8.05,78.0,0.0,1538481600.0
1486,ilulissat,GL,69.22,-51.1,-51.1,30.2,17.22,54.0,75.0,1538481000.0
206,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
265,tual,ID,-5.67,132.75,132.75,81.21,12.44,96.0,76.0,1538483257.0
214,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
210,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
169,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1368,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
1146,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
155,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1120,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
863,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
518,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
9,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
145,mataura,PF,,,,,,,,
1152,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
1389,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1087,serenje,ZM,-13.23,30.22,30.22,80.58,8.08,36.0,8.0,1538483401.0
1103,governador valadares,BR,-18.85,-41.95,-41.95,78.96,8.3,57.0,32.0,1538483294.0
1177,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
1326,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
1400,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
628,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
48,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
336,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
884,kavieng,PG,-2.57,150.8,150.8,84.63,6.06,100.0,0.0,1538483258.0
115,san vicente de canete,PE,-13.08,-76.38,-76.38,57.9,1.92,94.0,0.0,1538483246.0
421,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
540,tiarei,PF,-17.53,-149.33,-149.33,75.2,3.36,78.0,75.0,1538481600.0
1347,taolanaro,MG,,,,,,,,
709,barentsburg,SJ,,,,,,,,
293,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
28,umzimvubu,ZA,,,,,,,,
370,alice springs,AU,-23.7,133.88,133.88,84.2,10.29,28.0,48.0,1538481600.0
1374,kawalu,ID,-7.38,108.21,108.21,70.86,2.26,89.0,92.0,1538483343.0
438,chuy,UY,-33.69,-53.46,-53.46,54.93,9.19,94.0,12.0,1538483286.0
942,amderma,RU,,,,,,,,
193,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
837,tuktoyaktuk,CA,69.44,-133.03,-133.03,24.6,11.43,100.0,24.0,1538483299.0
1300,malinovoye ozero,RU,51.68,79.77,79.77,47.91,7.63,66.0,56.0,1538483443.0
406,airai,PW,,,,,,,,
851,vila franca do campo,PT,37.72,-25.43,-25.43,64.4,5.82,93.0,75.0,1538481600.0
1334,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
270,klaksvik,FO,62.23,-6.59,-6.59,44.6,18.34,81.0,75.0,1538481000.0
712,raudeberg,NO,61.99,5.14,5.14,48.2,11.41,61.0,40.0,1538481000.0
36,lac du bonnet,CA,50.25,-96.06,-96.06,44.22,9.19,96.0,92.0,1538483231.0
81,quelimane,MZ,-17.88,36.89,36.89,86.0,11.41,48.0,20.0,1538481600.0
870,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
1023,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
1185,mys shmidta,RU,,,,,,,,
789,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
867,nizhneyansk,RU,,,,,,,,
880,la uribe,CO,,,,,,,,
1317,quelimane,MZ,-17.88,36.89,36.89,86.0,11.41,48.0,20.0,1538481600.0
118,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
1295,tiksi,RU,71.64,128.87,128.87,26.85,8.63,100.0,76.0,1538483332.0
969,karimganj,IN,24.86,92.37,92.37,82.74,2.26,85.0,0.0,1538483386.0
1277,hamilton,BM,32.3,-64.78,-64.78,75.2,21.92,88.0,75.0,1538482080.0
325,mbanza-ngungu,CD,-5.25,14.87,14.87,77.43,4.61,95.0,68.0,1538483280.0
20,hobyo,SO,5.35,48.53,48.53,81.93,17.47,76.0,0.0,1538483228.0
954,hihifo,TO,,,,,,,,
150,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
854,mataura,PF,,,,,,,,
76,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
262,illoqqortoormiut,GL,,,,,,,,
947,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1075,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
639,harper,LR,4.38,-7.71,-7.71,79.41,10.42,100.0,80.0,1538483333.0
1311,sentyabrskiy,RU,,,,,,,,
50,port elizabeth,ZA,-33.92,25.57,25.57,66.2,40.26,59.0,75.0,1538481600.0
647,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
803,touros,BR,-5.2,-35.46,-35.46,83.28,15.68,66.0,0.0,1538483345.0
58,alquizar,CU,22.81,-82.59,-82.59,73.4,3.36,100.0,20.0,1538481300.0
961,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1410,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1244,rawson,AR,-43.3,-65.11,-65.11,47.01,18.37,40.0,24.0,1538483330.0
529,torbay,CA,47.66,-52.73,-52.73,46.4,11.41,75.0,20.0,1538481600.0
1380,airai,PW,,,,,,,,
399,arraial do cabo,BR,-22.97,-42.02,-42.02,86.0,4.7,66.0,0.0,1538481600.0
655,bathsheba,BB,13.22,-59.52,-59.52,84.2,9.17,79.0,20.0,1538481600.0
948,charyshskoye,RU,51.4,83.56,83.56,38.01,4.72,100.0,92.0,1538483382.0
274,ponta do sol,CV,17.2,-25.09,-25.09,78.06,13.0,100.0,64.0,1538483272.0
177,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
874,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
545,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
1050,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
739,tortoli,IT,39.93,9.66,9.66,71.6,10.29,53.0,40.0,1538477700.0
35,biak,ID,-0.91,122.88,122.88,77.88,5.39,90.0,56.0,1538483231.0
929,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
768,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1061,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
1310,itarema,BR,-2.92,-39.92,-39.92,85.08,17.81,63.0,0.0,1538483420.0
1468,norman wells,CA,65.28,-126.83,-126.83,30.2,5.82,80.0,75.0,1538481600.0
1156,semnan,IR,35.58,53.39,53.39,83.73,3.94,25.0,24.0,1538483421.0
1148,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
871,siocon,PH,11.03,124.04,124.04,81.3,6.4,100.0,64.0,1538483368.0
782,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
116,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
630,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
278,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
172,oltu,TR,40.55,42.0,42.0,65.73,1.92,55.0,56.0,1538483224.0
1417,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
3,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
866,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
1133,aragarcas,BR,-15.9,-52.25,-52.25,78.8,4.5,78.0,0.0,1538478000.0
1383,obo,CF,5.39,26.49,26.49,83.73,6.85,84.0,36.0,1538483455.0
1294,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
404,gushi,CN,32.17,115.65,115.65,60.06,2.93,77.0,0.0,1538483292.0
1059,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
1014,colares,PT,38.8,-9.45,-9.45,82.4,9.17,18.0,0.0,1538481600.0
227,mataura,PF,,,,,,,,
1108,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
892,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
971,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
1054,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
1474,la asuncion,VE,11.03,-63.86,-63.86,80.6,14.23,88.0,20.0,1538478000.0
601,avera,PF,,,,,,,,
222,mitzic,GA,0.78,11.55,11.55,71.94,3.04,100.0,88.0,1538483264.0
1201,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
938,naze,JP,28.37,129.48,129.48,77.34,15.79,100.0,8.0,1538483342.0
37,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
1111,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
822,yara,CU,20.27,-76.95,-76.95,76.08,6.29,85.0,48.0,1538483361.0
1385,saldanha,ZA,-33.01,17.94,17.94,66.2,17.22,67.0,20.0,1538481600.0
128,alofi,NU,-19.06,-169.92,-169.92,71.6,12.75,78.0,40.0,1538481600.0
1472,sistranda,NO,63.73,8.83,8.83,46.4,6.93,65.0,20.0,1538481000.0
771,williams lake,CA,52.13,-122.14,-122.14,26.6,11.41,92.0,90.0,1538481600.0
766,maceio,BR,-9.67,-35.74,-35.74,80.6,9.17,65.0,75.0,1538481600.0
708,fairview,CA,56.07,-118.38,-118.38,21.2,5.82,73.0,75.0,1538481600.0
681,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
255,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
263,illoqqortoormiut,GL,,,,,,,,
736,elbrus,RU,43.26,42.65,42.65,44.67,0.58,81.0,36.0,1538483348.0
769,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1231,murbad,IN,19.14,73.43,73.43,89.6,9.17,70.0,20.0,1538481600.0
188,nome,US,30.04,-94.42,-94.42,73.04,3.36,93.0,1.0,1538481300.0
778,halalo,WF,,,,,,,,
1100,ilulissat,GL,69.22,-51.1,-51.1,30.2,17.22,54.0,75.0,1538481000.0
1083,huilong,CN,31.15,106.5,106.5,63.66,3.38,77.0,92.0,1538483239.0
96,asau,TV,,,,,,,,
1487,tuatapere,NZ,-46.13,167.69,167.69,40.71,5.5,100.0,0.0,1538483262.0
225,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1396,high level,CA,58.52,-117.13,-117.13,30.2,4.7,63.0,75.0,1538481600.0
252,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
444,lavrentiya,RU,65.58,-170.99,-170.99,45.84,17.25,92.0,92.0,1538483302.0
980,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
603,huanren,CN,41.26,125.37,125.37,44.04,2.71,89.0,0.0,1538483327.0
588,isla mujeres,MX,21.23,-86.73,-86.73,73.4,4.7,100.0,75.0,1538480640.0
1416,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
857,armacao dos buzios,BR,,,,,,,,
113,illoqqortoormiut,GL,,,,,,,,
1470,alto longa,BR,-5.25,-42.21,-42.21,89.22,9.31,44.0,0.0,1538483480.0
1235,iqaluit,CA,63.75,-68.52,-68.52,28.4,9.17,79.0,75.0,1538481600.0
680,aykhal,RU,65.95,111.51,111.51,34.23,6.29,90.0,88.0,1538483340.0
755,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
1314,port augusta,AU,-32.49,137.76,137.76,68.0,11.41,77.0,90.0,1538481600.0
509,castro,CL,-42.48,-73.76,-73.76,42.87,5.73,97.0,68.0,1538483268.0
1259,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
622,polunochnoye,RU,60.87,60.43,60.43,50.52,10.65,63.0,36.0,1538483331.0
982,barentsburg,SJ,,,,,,,,
905,totma,RU,59.98,42.76,42.76,51.78,17.02,73.0,56.0,1538483372.0
1352,awjilah,LY,29.14,21.3,21.3,97.05,11.21,21.0,68.0,1538483451.0
1032,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
505,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
488,katobu,ID,-4.94,122.53,122.53,82.38,9.53,82.0,0.0,1538483310.0
1448,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
528,mys shmidta,RU,,,,,,,,
917,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
751,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
591,mataura,PF,,,,,,,,
290,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1006,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1161,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1407,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
979,gifhorn,DE,52.48,10.54,10.54,48.2,17.22,87.0,90.0,1538481000.0
244,beloha,MG,-25.17,45.06,45.06,87.24,5.5,28.0,0.0,1538483267.0
966,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
387,guarapari,BR,-20.67,-40.5,-40.5,80.6,11.41,69.0,20.0,1538478000.0
141,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
292,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
